TravelDate,DayOfWeek,TubeJourneyCount,BusJourneyCount,SourceFile,CalculatedDayOfWeek,Year,Month,MonthName,Quarter,DayOfMonth,WeekOfYear,IsWeekend,TotalJourneyCount
2021-01-15,Friday,695000,1977000,Journeys_2021.csv,Friday,2021,1,January,1,15,2,0,2672000
2021-01-16,Saturday,382000,1414000,Journeys_2021.csv,Saturday,2021,1,January,1,16,2,1,1796000
2021-01-17,Sunday,293000,1110000,Journeys_2021.csv,Sunday,2021,1,January,1,17,2,1,1403000
2021-01-18,Monday,682000,1908000,Journeys_2021.csv,Monday,2021,1,January,1,18,3,0,2590000
2021-01-19,Tuesday,694000,1911000,Journeys_2021.csv,Tuesday,2021,1,January,1,19,3,0,2605000
2021-01-20,Wednesday,691000,1862000,Journeys_2021.csv,Wednesday,2021,1,January,1,20,3,0,2553000
2021-01-21,Thursday,704000,1948000,Journeys_2021.csv,Thursday,2021,1,January,1,21,3,0,2652000
2021-01-22,Friday,726000,2045000,Journeys_2021.csv,Friday,2021,1,January,1,22,3,0,2771000
2021-01-23,Saturday,432000,1583000,Journeys_2021.csv,Saturday,2021,1,January,1,23,3,1,2015000
2021-01-24,Sunday,261000,999000,Journeys_2021.csv,Sunday,2021,1,January,1,24,3,1,1260000
2021-01-25,Monday,711000,1985000,Journeys_2021.csv,Monday,2021,1,January,1,25,4,0,2696000
2021-01-26,Tuesday,711000,1939000,Journeys_2021.csv,Tuesday,2021,1,January,1,26,4,0,2650000
2021-01-27,Wednesday,716000,1964000,Journeys_2021.csv,Wednesday,2021,1,January,1,27,4,0,2680000
2021-01-28,Thursday,730000,1996000,Journeys_2021.csv,Thursday,2021,1,January,1,28,4,0,2726000
2021-01-29,Friday,754000,2092000,Journeys_2021.csv,Friday,2021,1,January,1,29,4,0,2846000
2021-01-30,Saturday,422000,1531000,Journeys_2021.csv,Saturday,2021,1,January,1,30,4,1,1953000
2021-01-31,Sunday,314000,1161000,Journeys_2021.csv,Sunday,2021,1,January,1,31,4,1,1475000
2021-02-01,Monday,730000,2018000,Journeys_2021.csv,Monday,2021,2,February,1,1,5,0,2748000
2021-02-02,Tuesday,740000,2044000,Journeys_2021.csv,Tuesday,2021,2,February,1,2,5,0,2784000
2021-02-03,Wednesday,752000,2011000,Journeys_2021.csv,Wednesday,2021,2,February,1,3,5,0,2763000
2021-02-04,Thursday,749000,2029000,Journeys_2021.csv,Thursday,2021,2,February,1,4,5,0,2778000
2021-02-05,Friday,798000,2218000,Journeys_2021.csv,Friday,2021,2,February,1,5,5,0,3016000
2021-02-06,Saturday,474000,1668000,Journeys_2021.csv,Saturday,2021,2,February,1,6,5,1,2142000
2021-02-07,Sunday,293000,1062000,Journeys_2021.csv,Sunday,2021,2,February,1,7,5,1,1355000
2021-02-08,Monday,739000,1932000,Journeys_2021.csv,Monday,2021,2,February,1,8,6,0,2671000
2021-02-09,Tuesday,744000,1936000,Journeys_2021.csv,Tuesday,2021,2,February,1,9,6,0,2680000
2021-02-10,Wednesday,777000,2055000,Journeys_2021.csv,Wednesday,2021,2,February,1,10,6,0,2832000
2021-02-11,Thursday,782000,2052000,Journeys_2021.csv,Thursday,2021,2,February,1,11,6,0,2834000
2021-02-12,Friday,801000,2155000,Journeys_2021.csv,Friday,2021,2,February,1,12,6,0,2956000
2021-02-13,Saturday,498000,1662000,Journeys_2021.csv,Saturday,2021,2,February,1,13,6,1,2160000
2021-02-14,Sunday,335000,1165000,Journeys_2021.csv,Sunday,2021,2,February,1,14,6,1,1500000
2021-02-15,Monday,769000,2019000,Journeys_2021.csv,Monday,2021,2,February,1,15,7,0,2788000
2021-02-16,Tuesday,781000,2016000,Journeys_2021.csv,Tuesday,2021,2,February,1,16,7,0,2797000
2021-02-17,Wednesday,807000,2047000,Journeys_2021.csv,Wednesday,2021,2,February,1,17,7,0,2854000
2021-02-18,Thursday,803000,2059000,Journeys_2021.csv,Thursday,2021,2,February,1,18,7,0,2862000
2021-02-19,Friday,821000,2166000,Journeys_2021.csv,Friday,2021,2,February,1,19,7,0,2987000
2021-02-20,Saturday,587000,1806000,Journeys_2021.csv,Saturday,2021,2,February,1,20,7,1,2393000
2021-02-21,Sunday,376000,1256000,Journeys_2021.csv,Sunday,2021,2,February,1,21,7,1,1632000
2021-02-22,Monday,803000,2008000,Journeys_2021.csv,Monday,2021,2,February,1,22,8,0,2811000
2021-02-23,Tuesday,846000,2148000,Journeys_2021.csv,Tuesday,2021,2,February,1,23,8,0,2994000
2021-02-24,Wednesday,857000,2148000,Journeys_2021.csv,Wednesday,2021,2,February,1,24,8,0,3005000
2021-02-25,Thursday,864000,2170000,Journeys_2021.csv,Thursday,2021,2,February,1,25,8,0,3034000
2021-02-26,Friday,913000,2390000,Journeys_2021.csv,Friday,2021,2,February,1,26,8,0,3303000
2021-02-27,Saturday,642000,1947000,Journeys_2021.csv,Saturday,2021,2,February,1,27,8,1,2589000
2021-02-28,Sunday,398000,1315000,Journeys_2021.csv,Sunday,2021,2,February,1,28,8,1,1713000
2021-03-01,Monday,852000,2266000,Journeys_2021.csv,Monday,2021,3,March,1,1,9,0,3118000
2021-03-02,Tuesday,868000,2256000,Journeys_2021.csv,Tuesday,2021,3,March,1,2,9,0,3124000
2021-03-03,Wednesday,868000,2191000,Journeys_2021.csv,Wednesday,2021,3,March,1,3,9,0,3059000
2021-03-04,Thursday,877000,2267000,Journeys_2021.csv,Thursday,2021,3,March,1,4,9,0,3144000
2021-03-05,Friday,937000,2395000,Journeys_2021.csv,Friday,2021,3,March,1,5,9,0,3332000
2021-03-06,Saturday,631000,1849000,Journeys_2021.csv,Saturday,2021,3,March,1,6,9,1,2480000
2021-03-07,Sunday,428000,1338000,Journeys_2021.csv,Sunday,2021,3,March,1,7,9,1,1766000
2021-03-08,Monday,952000,2695000,Journeys_2021.csv,Monday,2021,3,March,1,8,10,0,3647000
2021-03-09,Tuesday,1021000,2867000,Journeys_2021.csv,Tuesday,2021,3,March,1,9,10,0,3888000
2021-03-10,Wednesday,997000,2743000,Journeys_2021.csv,Wednesday,2021,3,March,1,10,10,0,3740000
2021-03-11,Thursday,1035000,2934000,Journeys_2021.csv,Thursday,2021,3,March,1,11,10,0,3969000
2021-03-12,Friday,1050000,3068000,Journeys_2021.csv,Friday,2021,3,March,1,12,10,0,4118000
2021-03-13,Saturday,632000,2003000,Journeys_2021.csv,Saturday,2021,3,March,1,13,10,1,2635000
2021-03-14,Sunday,431000,1409000,Journeys_2021.csv,Sunday,2021,3,March,1,14,10,1,1840000
2021-03-15,Monday,1016000,2986000,Journeys_2021.csv,Monday,2021,3,March,1,15,11,0,4002000
2021-03-16,Tuesday,1040000,3011000,Journeys_2021.csv,Tuesday,2021,3,March,1,16,11,0,4051000
2021-03-17,Wednesday,1071000,2928000,Journeys_2021.csv,Wednesday,2021,3,March,1,17,11,0,3999000
2021-03-18,Thursday,1043000,2991000,Journeys_2021.csv,Thursday,2021,3,March,1,18,11,0,4034000
2021-03-19,Friday,1123000,3164000,Journeys_2021.csv,Friday,2021,3,March,1,19,11,0,4287000
2021-03-20,Saturday,699000,1968000,Journeys_2021.csv,Saturday,2021,3,March,1,20,11,1,2667000
2021-03-21,Sunday,477000,1411000,Journeys_2021.csv,Sunday,2021,3,March,1,21,11,1,1888000
2021-03-22,Monday,1049000,3040000,Journeys_2021.csv,Monday,2021,3,March,1,22,12,0,4089000
2021-03-23,Tuesday,1084000,3059000,Journeys_2021.csv,Tuesday,2021,3,March,1,23,12,0,4143000
2021-03-24,Wednesday,1078000,3029000,Journeys_2021.csv,Wednesday,2021,3,March,1,24,12,0,4107000
2021-03-25,Thursday,1088000,3058000,Journeys_2021.csv,Thursday,2021,3,March,1,25,12,0,4146000
2021-03-26,Friday,1096000,3092000,Journeys_2021.csv,Friday,2021,3,March,1,26,12,0,4188000
2021-03-27,Saturday,753000,2170000,Journeys_2021.csv,Saturday,2021,3,March,1,27,12,1,2923000
2021-03-28,Sunday,444000,1389000,Journeys_2021.csv,Sunday,2021,3,March,1,28,12,1,1833000
2021-03-29,Monday,1124000,3094000,Journeys_2021.csv,Monday,2021,3,March,1,29,13,0,4218000
2021-03-30,Tuesday,1259000,3241000,Journeys_2021.csv,Tuesday,2021,3,March,1,30,13,0,4500000
2021-03-31,Wednesday,1212000,3120000,Journeys_2021.csv,Wednesday,2021,3,March,1,31,13,0,4332000
2021-04-01,Thursday,1187000,2938000,Journeys_2021.csv,Thursday,2021,4,April,2,1,13,0,4125000
2021-04-02,Friday,778000,2090000,Journeys_2021.csv,Friday,2021,4,April,2,2,13,0,2868000
2021-04-03,Saturday,736000,2092000,Journeys_2021.csv,Saturday,2021,4,April,2,3,13,1,2828000
2021-04-04,Sunday,611000,1478000,Journeys_2021.csv,Sunday,2021,4,April,2,4,13,1,2089000
2021-04-05,Monday,557000,1607000,Journeys_2021.csv,Monday,2021,4,April,2,5,14,0,2164000
2021-04-06,Tuesday,1091000,2574000,Journeys_2021.csv,Tuesday,2021,4,April,2,6,14,0,3665000
2021-04-07,Wednesday,1146000,2475000,Journeys_2021.csv,Wednesday,2021,4,April,2,7,14,0,3621000
2021-04-08,Thursday,1137000,2550000,Journeys_2021.csv,Thursday,2021,4,April,2,8,14,0,3687000
2021-04-09,Friday,1174000,2625000,Journeys_2021.csv,Friday,2021,4,April,2,9,14,0,3799000
2021-04-10,Saturday,776000,2051000,Journeys_2021.csv,Saturday,2021,4,April,2,10,14,1,2827000
2021-04-11,Sunday,611000,1575000,Journeys_2021.csv,Sunday,2021,4,April,2,11,14,1,2186000
2021-04-12,Monday,1476000,3118000,Journeys_2021.csv,Monday,2021,4,April,2,12,15,0,4594000
2021-04-13,Tuesday,1453000,3031000,Journeys_2021.csv,Tuesday,2021,4,April,2,13,15,0,4484000
2021-04-14,Wednesday,1500000,3014000,Journeys_2021.csv,Wednesday,2021,4,April,2,14,15,0,4514000
2021-04-15,Thursday,1505000,2890000,Journeys_2021.csv,Thursday,2021,4,April,2,15,15,0,4395000
2021-04-16,Friday,1577000,3152000,Journeys_2021.csv,Friday,2021,4,April,2,16,15,0,4729000
2021-04-17,Saturday,1371000,2733000,Journeys_2021.csv,Saturday,2021,4,April,2,17,15,1,4104000
2021-04-18,Sunday,891000,1981000,Journeys_2021.csv,Sunday,2021,4,April,2,18,15,1,2872000
2021-04-19,Monday,1401000,3477000,Journeys_2021.csv,Monday,2021,4,April,2,19,16,0,4878000
2021-04-20,Tuesday,1553000,3635000,Journeys_2021.csv,Tuesday,2021,4,April,2,20,16,0,5188000
2021-04-21,Wednesday,1517000,3603000,Journeys_2021.csv,Wednesday,2021,4,April,2,21,16,0,5120000
2021-04-22,Thursday,1579000,3650000,Journeys_2021.csv,Thursday,2021,4,April,2,22,16,0,5229000
2021-04-23,Friday,1686000,3654000,Journeys_2021.csv,Friday,2021,4,April,2,23,16,0,5340000
2021-04-24,Saturday,1488000,2803000,Journeys_2021.csv,Saturday,2021,4,April,2,24,16,1,4291000
2021-04-25,Sunday,918000,1944000,Journeys_2021.csv,Sunday,2021,4,April,2,25,16,1,2862000
2021-04-26,Monday,1447000,3553000,Journeys_2021.csv,Monday,2021,4,April,2,26,17,0,5000000
2021-04-27,Tuesday,1551000,3646000,Journeys_2021.csv,Tuesday,2021,4,April,2,27,17,0,5197000
2021-04-28,Wednesday,1557000,3575000,Journeys_2021.csv,Wednesday,2021,4,April,2,28,17,0,5132000
2021-04-29,Thursday,1632000,3677000,Journeys_2021.csv,Thursday,2021,4,April,2,29,17,0,5309000
2021-04-30,Friday,1723000,3800000,Journeys_2021.csv,Friday,2021,4,April,2,30,17,0,5523000
2021-05-01,Saturday,1443000,2841000,Journeys_2021.csv,Saturday,2021,5,May,2,1,17,1,4284000
2021-05-02,Sunday,993000,2018000,Journeys_2021.csv,Sunday,2021,5,May,2,2,17,1,3011000
2021-05-03,Monday,934000,2077000,Journeys_2021.csv,Monday,2021,5,May,2,3,18,0,3011000
2021-05-04,Tuesday,1532000,3596000,Journeys_2021.csv,Tuesday,2021,5,May,2,4,18,0,5128000
2021-05-05,Wednesday,1590000,3656000,Journeys_2021.csv,Wednesday,2021,5,May,2,5,18,0,5246000
2021-05-06,Thursday,1639000,3663000,Journeys_2021.csv,Thursday,2021,5,May,2,6,18,0,5302000
2021-05-07,Friday,1737000,3827000,Journeys_2021.csv,Friday,2021,5,May,2,7,18,0,5564000
2021-05-08,Saturday,1179000,2551000,Journeys_2021.csv,Saturday,2021,5,May,2,8,18,1,3730000
2021-05-09,Sunday,948000,2075000,Journeys_2021.csv,Sunday,2021,5,May,2,9,18,1,3023000
2021-05-10,Monday,1504000,3652000,Journeys_2021.csv,Monday,2021,5,May,2,10,19,0,5156000
2021-05-11,Tuesday,1632000,3759000,Journeys_2021.csv,Tuesday,2021,5,May,2,11,19,0,5391000
2021-05-12,Wednesday,1650000,3742000,Journeys_2021.csv,Wednesday,2021,5,May,2,12,19,0,5392000
2021-05-13,Thursday,1651000,3492000,Journeys_2021.csv,Thursday,2021,5,May,2,13,19,0,5143000
2021-05-14,Friday,1744000,3779000,Journeys_2021.csv,Friday,2021,5,May,2,14,19,0,5523000
2021-05-15,Saturday,1440000,2781000,Journeys_2021.csv,Saturday,2021,5,May,2,15,19,1,4221000
2021-05-16,Sunday,824000,1941000,Journeys_2021.csv,Sunday,2021,5,May,2,16,19,1,2765000
2021-05-17,Monday,1644000,3697000,Journeys_2021.csv,Monday,2021,5,May,2,17,20,0,5341000
2021-05-18,Tuesday,1794000,3816000,Journeys_2021.csv,Tuesday,2021,5,May,2,18,20,0,5610000
2021-05-19,Wednesday,1885000,3866000,Journeys_2021.csv,Wednesday,2021,5,May,2,19,20,0,5751000
2021-05-20,Thursday,1939000,3854000,Journeys_2021.csv,Thursday,2021,5,May,2,20,20,0,5793000
2021-05-21,Friday,2007000,3959000,Journeys_2021.csv,Friday,2021,5,May,2,21,20,0,5966000
2021-05-22,Saturday,1854000,3008000,Journeys_2021.csv,Saturday,2021,5,May,2,22,20,1,4862000
2021-05-23,Sunday,1053000,2159000,Journeys_2021.csv,Sunday,2021,5,May,2,23,20,1,3212000
2021-05-24,Monday,1666000,3679000,Journeys_2021.csv,Monday,2021,5,May,2,24,21,0,5345000
2021-05-25,Tuesday,1829000,3821000,Journeys_2021.csv,Tuesday,2021,5,May,2,25,21,0,5650000
2021-05-26,Wednesday,1921000,3890000,Journeys_2021.csv,Wednesday,2021,5,May,2,26,21,0,5811000
2021-05-27,Thursday,2022000,3956000,Journeys_2021.csv,Thursday,2021,5,May,2,27,21,0,5978000
2021-05-28,Friday,2148000,4037000,Journeys_2021.csv,Friday,2021,5,May,2,28,21,0,6185000
2021-05-29,Saturday,1902000,3257000,Journeys_2021.csv,Saturday,2021,5,May,2,29,21,1,5159000
2021-05-30,Sunday,1415000,2470000,Journeys_2021.csv,Sunday,2021,5,May,2,30,21,1,3885000
2021-05-31,Monday,1376000,2641000,Journeys_2021.csv,Monday,2021,5,May,2,31,22,0,4017000
2021-06-01,Tuesday,1904000,3414000,Journeys_2021.csv,Tuesday,2021,6,June,2,1,22,0,5318000
2021-06-02,Wednesday,1967000,3397000,Journeys_2021.csv,Wednesday,2021,6,June,2,2,22,0,5364000
2021-06-03,Thursday,2047000,3431000,Journeys_2021.csv,Thursday,2021,6,June,2,3,22,0,5478000
2021-06-04,Friday,2008000,3283000,Journeys_2021.csv,Friday,2021,6,June,2,4,22,0,5291000
2021-06-05,Saturday,1800000,3283000,Journeys_2021.csv,Saturday,2021,6,June,2,5,22,1,5083000
2021-06-06,Sunday,1121000,2285000,Journeys_2021.csv,Sunday,2021,6,June,2,6,22,1,3406000
2021-06-07,Monday,1742000,3723000,Journeys_2021.csv,Monday,2021,6,June,2,7,23,0,5465000
2021-06-08,Tuesday,1925000,3905000,Journeys_2021.csv,Tuesday,2021,6,June,2,8,23,0,5830000
2021-06-09,Wednesday,2000000,3938000,Journeys_2021.csv,Wednesday,2021,6,June,2,9,23,0,5938000
2021-06-10,Thursday,2058000,3936000,Journeys_2021.csv,Thursday,2021,6,June,2,10,23,0,5994000
2021-06-11,Friday,2103000,4089000,Journeys_2021.csv,Friday,2021,6,June,2,11,23,0,6192000
2021-06-12,Saturday,1885000,3313000,Journeys_2021.csv,Saturday,2021,6,June,2,12,23,1,5198000
2021-06-13,Sunday,1317000,2392000,Journeys_2021.csv,Sunday,2021,6,June,2,13,23,1,3709000
2021-06-14,Monday,1774000,3771000,Journeys_2021.csv,Monday,2021,6,June,2,14,24,0,5545000
2021-06-15,Tuesday,1939000,3907000,Journeys_2021.csv,Tuesday,2021,6,June,2,15,24,0,5846000
2021-06-16,Wednesday,2011000,3919000,Journeys_2021.csv,Wednesday,2021,6,June,2,16,24,0,5930000
2021-06-17,Thursday,2052000,3862000,Journeys_2021.csv,Thursday,2021,6,June,2,17,24,0,5914000
2021-06-18,Friday,2205000,3834000,Journeys_2021.csv,Friday,2021,6,June,2,18,24,0,6039000
2021-06-19,Saturday,1783000,3160000,Journeys_2021.csv,Saturday,2021,6,June,2,19,24,1,4943000
2021-06-20,Sunday,1146000,2234000,Journeys_2021.csv,Sunday,2021,6,June,2,20,24,1,3380000
2021-06-21,Monday,1777000,3716000,Journeys_2021.csv,Monday,2021,6,June,2,21,25,0,5493000
2021-06-22,Tuesday,2022000,3939000,Journeys_2021.csv,Tuesday,2021,6,June,2,22,25,0,5961000
2021-06-23,Wednesday,2056000,3965000,Journeys_2021.csv,Wednesday,2021,6,June,2,23,25,0,6021000
2021-06-24,Thursday,2113000,3970000,Journeys_2021.csv,Thursday,2021,6,June,2,24,25,0,6083000
2021-06-25,Friday,2172000,4077000,Journeys_2021.csv,Friday,2021,6,June,2,25,25,0,6249000
2021-06-26,Saturday,2049000,3246000,Journeys_2021.csv,Saturday,2021,6,June,2,26,25,1,5295000
2021-06-27,Sunday,1239000,2235000,Journeys_2021.csv,Sunday,2021,6,June,2,27,25,1,3474000
2021-06-28,Monday,1828000,3740000,Journeys_2021.csv,Monday,2021,6,June,2,28,26,0,5568000
2021-06-29,Tuesday,1876000,3873000,Journeys_2021.csv,Tuesday,2021,6,June,2,29,26,0,5749000
2021-06-30,Wednesday,1891000,3916000,Journeys_2021.csv,Wednesday,2021,6,June,2,30,26,0,5807000
2021-07-01,Thursday,1954000,3978000,Journeys_2021.csv,Thursday,2021,7,July,3,1,26,0,5932000
2021-07-02,Friday,1979000,4050000,Journeys_2021.csv,Friday,2021,7,July,3,2,26,0,6029000
2021-07-03,Saturday,1677000,3258000,Journeys_2021.csv,Saturday,2021,7,July,3,3,26,1,4935000
2021-07-04,Sunday,1094000,2321000,Journeys_2021.csv,Sunday,2021,7,July,3,4,26,1,3415000
2021-07-05,Monday,1700000,3811000,Journeys_2021.csv,Monday,2021,7,July,3,5,27,0,5511000
2021-07-06,Tuesday,1904000,3807000,Journeys_2021.csv,Tuesday,2021,7,July,3,6,27,0,5711000
2021-07-07,Wednesday,2023000,3961000,Journeys_2021.csv,Wednesday,2021,7,July,3,7,27,0,5984000
2021-07-08,Thursday,1919000,3890000,Journeys_2021.csv,Thursday,2021,7,July,3,8,27,0,5809000
2021-07-09,Friday,1965000,4035000,Journeys_2021.csv,Friday,2021,7,July,3,9,27,0,6000000
2021-07-10,Saturday,1715000,3228000,Journeys_2021.csv,Saturday,2021,7,July,3,10,27,1,4943000
2021-07-11,Sunday,1514000,2564000,Journeys_2021.csv,Sunday,2021,7,July,3,11,27,1,4078000
2021-07-12,Monday,1574000,3654000,Journeys_2021.csv,Monday,2021,7,July,3,12,28,0,5228000
2021-07-13,Tuesday,1748000,3905000,Journeys_2021.csv,Tuesday,2021,7,July,3,13,28,0,5653000
2021-07-14,Wednesday,1841000,3897000,Journeys_2021.csv,Wednesday,2021,7,July,3,14,28,0,5738000
2021-07-15,Thursday,1883000,3878000,Journeys_2021.csv,Thursday,2021,7,July,3,15,28,0,5761000
2021-07-16,Friday,1926000,4049000,Journeys_2021.csv,Friday,2021,7,July,3,16,28,0,5975000
2021-07-17,Saturday,1625000,3354000,Journeys_2021.csv,Saturday,2021,7,July,3,17,28,1,4979000
2021-07-18,Sunday,1146000,2415000,Journeys_2021.csv,Sunday,2021,7,July,3,18,28,1,3561000
2021-07-19,Monday,1614000,3592000,Journeys_2021.csv,Monday,2021,7,July,3,19,29,0,5206000
2021-07-20,Tuesday,1711000,3581000,Journeys_2021.csv,Tuesday,2021,7,July,3,20,29,0,5292000
2021-07-21,Wednesday,1808000,3648000,Journeys_2021.csv,Wednesday,2021,7,July,3,21,29,0,5456000
2021-07-22,Thursday,1896000,3637000,Journeys_2021.csv,Thursday,2021,7,July,3,22,29,0,5533000
2021-07-23,Friday,1934000,3736000,Journeys_2021.csv,Friday,2021,7,July,3,23,29,0,5670000
2021-07-24,Saturday,1594000,3068000,Journeys_2021.csv,Saturday,2021,7,July,3,24,29,1,4662000
2021-07-25,Sunday,1098000,2181000,Journeys_2021.csv,Sunday,2021,7,July,3,25,29,1,3279000
2021-07-26,Monday,1626000,3342000,Journeys_2021.csv,Monday,2021,7,July,3,26,30,0,4968000
2021-07-27,Tuesday,1790000,3382000,Journeys_2021.csv,Tuesday,2021,7,July,3,27,30,0,5172000
2021-07-28,Wednesday,1875000,3341000,Journeys_2021.csv,Wednesday,2021,7,July,3,28,30,0,5216000
2021-07-29,Thursday,2025000,3570000,Journeys_2021.csv,Thursday,2021,7,July,3,29,30,0,5595000
2021-07-30,Friday,1978000,3519000,Journeys_2021.csv,Friday,2021,7,July,3,30,30,0,5497000
2021-07-31,Saturday,1687000,3266000,Journeys_2021.csv,Saturday,2021,7,July,3,31,30,1,4953000
2021-08-01,Sunday,1246000,2345000,Journeys_2021.csv,Sunday,2021,8,August,3,1,30,1,3591000
2021-08-02,Monday,1700000,3349000,Journeys_2021.csv,Monday,2021,8,August,3,2,31,0,5049000
2021-08-03,Tuesday,1826000,3430000,Journeys_2021.csv,Tuesday,2021,8,August,3,3,31,0,5256000
2021-08-04,Wednesday,1902000,3533000,Journeys_2021.csv,Wednesday,2021,8,August,3,4,31,0,5435000
2021-08-05,Thursday,1895000,3492000,Journeys_2021.csv,Thursday,2021,8,August,3,5,31,0,5387000
2021-08-06,Friday,1891000,3562000,Journeys_2021.csv,Friday,2021,8,August,3,6,31,0,5453000
2021-08-07,Saturday,1715000,3019000,Journeys_2021.csv,Saturday,2021,8,August,3,7,31,1,4734000
2021-08-08,Sunday,1207000,2276000,Journeys_2021.csv,Sunday,2021,8,August,3,8,31,1,3483000
2021-08-09,Monday,1628000,3325000,Journeys_2021.csv,Monday,2021,8,August,3,9,32,0,4953000
2021-08-10,Tuesday,1889000,3640000,Journeys_2021.csv,Tuesday,2021,8,August,3,10,32,0,5529000
2021-08-11,Wednesday,1963000,3586000,Journeys_2021.csv,Wednesday,2021,8,August,3,11,32,0,5549000
2021-08-12,Thursday,1986000,3644000,Journeys_2021.csv,Thursday,2021,8,August,3,12,32,0,5630000
2021-08-13,Friday,2027000,3655000,Journeys_2021.csv,Friday,2021,8,August,3,13,32,0,5682000
2021-08-14,Saturday,1943000,3279000,Journeys_2021.csv,Saturday,2021,8,August,3,14,32,1,5222000
2021-08-15,Sunday,1367000,2465000,Journeys_2021.csv,Sunday,2021,8,August,3,15,32,1,3832000
2021-08-16,Monday,1756000,3406000,Journeys_2021.csv,Monday,2021,8,August,3,16,33,0,5162000
2021-08-17,Tuesday,1915000,3442000,Journeys_2021.csv,Tuesday,2021,8,August,3,17,33,0,5357000
2021-08-18,Wednesday,2003000,3569000,Journeys_2021.csv,Wednesday,2021,8,August,3,18,33,0,5572000
2021-08-19,Thursday,2062000,3554000,Journeys_2021.csv,Thursday,2021,8,August,3,19,33,0,5616000
2021-08-20,Friday,2088000,3675000,Journeys_2021.csv,Friday,2021,8,August,3,20,33,0,5763000
2021-08-21,Saturday,1769000,3271000,Journeys_2021.csv,Saturday,2021,8,August,3,21,33,1,5040000
2021-08-22,Sunday,1328000,2436000,Journeys_2021.csv,Sunday,2021,8,August,3,22,33,1,3764000
2021-08-23,Monday,1815000,3453000,Journeys_2021.csv,Monday,2021,8,August,3,23,34,0,5268000
2021-08-24,Tuesday,1986000,3580000,Journeys_2021.csv,Tuesday,2021,8,August,3,24,34,0,5566000
2021-08-25,Wednesday,2092000,3619000,Journeys_2021.csv,Wednesday,2021,8,August,3,25,34,0,5711000
2021-08-26,Thursday,2126000,3631000,Journeys_2021.csv,Thursday,2021,8,August,3,26,34,0,5757000
2021-08-27,Friday,2164000,3789000,Journeys_2021.csv,Friday,2021,8,August,3,27,34,0,5953000
2021-08-28,Saturday,2004000,3368000,Journeys_2021.csv,Saturday,2021,8,August,3,28,34,1,5372000
2021-08-29,Sunday,1557000,2620000,Journeys_2021.csv,Sunday,2021,8,August,3,29,34,1,4177000
2021-08-30,Monday,1435000,2601000,Journeys_2021.csv,Monday,2021,8,August,3,30,35,0,4036000
2021-08-31,Tuesday,1946000,3659000,Journeys_2021.csv,Tuesday,2021,8,August,3,31,35,0,5605000
2021-09-01,Wednesday,2081000,3761000,Journeys_2021.csv,Wednesday,2021,9,September,3,1,35,0,5842000
2021-09-02,Thursday,2188000,3950000,Journeys_2021.csv,Thursday,2021,9,September,3,2,35,0,6138000
2021-09-03,Friday,2215000,4220000,Journeys_2021.csv,Friday,2021,9,September,3,3,35,0,6435000
2021-09-04,Saturday,1908000,3551000,Journeys_2021.csv,Saturday,2021,9,September,3,4,35,1,5459000
2021-09-05,Sunday,1455000,2703000,Journeys_2021.csv,Sunday,2021,9,September,3,5,35,1,4158000
2021-09-06,Monday,1945000,4220000,Journeys_2021.csv,Monday,2021,9,September,3,6,36,0,6165000
2021-09-07,Tuesday,2135000,4305000,Journeys_2021.csv,Tuesday,2021,9,September,3,7,36,0,6440000
2021-09-08,Wednesday,2225000,4367000,Journeys_2021.csv,Wednesday,2021,9,September,3,8,36,0,6592000
2021-09-09,Thursday,2312000,4359000,Journeys_2021.csv,Thursday,2021,9,September,3,9,36,0,6671000
2021-09-10,Friday,2290000,4488000,Journeys_2021.csv,Friday,2021,9,September,3,10,36,0,6778000
2021-09-11,Saturday,2073000,3614000,Journeys_2021.csv,Saturday,2021,9,September,3,11,36,1,5687000
2021-09-12,Sunday,1347000,2608000,Journeys_2021.csv,Sunday,2021,9,September,3,12,36,1,3955000
2021-09-13,Monday,2042000,4350000,Journeys_2021.csv,Monday,2021,9,September,3,13,37,0,6392000
2021-09-14,Tuesday,2273000,4226000,Journeys_2021.csv,Tuesday,2021,9,September,3,14,37,0,6499000
2021-09-15,Wednesday,2362000,4486000,Journeys_2021.csv,Wednesday,2021,9,September,3,15,37,0,6848000
2021-09-16,Thursday,2428000,4510000,Journeys_2021.csv,Thursday,2021,9,September,3,16,37,0,6938000
2021-09-17,Friday,2395000,4622000,Journeys_2021.csv,Friday,2021,9,September,3,17,37,0,7017000
2021-09-18,Saturday,2095000,3701000,Journeys_2021.csv,Saturday,2021,9,September,3,18,37,1,5796000
2021-09-19,Sunday,1402000,2576000,Journeys_2021.csv,Sunday,2021,9,September,3,19,37,1,3978000
2021-09-20,Monday,2136000,4358000,Journeys_2021.csv,Monday,2021,9,September,3,20,38,0,6494000
2021-09-21,Tuesday,2404000,4494000,Journeys_2021.csv,Tuesday,2021,9,September,3,21,38,0,6898000
2021-09-22,Wednesday,2577000,4549000,Journeys_2021.csv,Wednesday,2021,9,September,3,22,38,0,7126000
2021-09-23,Thursday,2607000,4560000,Journeys_2021.csv,Thursday,2021,9,September,3,23,38,0,7167000
2021-09-24,Friday,2630000,4730000,Journeys_2021.csv,Friday,2021,9,September,3,24,38,0,7360000
2021-09-25,Saturday,2434000,3738000,Journeys_2021.csv,Saturday,2021,9,September,3,25,38,1,6172000
